"attribute_0","id","price","bedrooms","bathrooms","sqm_living","sqm_lot","floors","waterfront","view","condition","grade","sqm_above","sqm_basement","yr_built","yr_renovated","zipcode","lat","long","sqm_living15","sqm_lot15","age"
143,6140100875,12.9480099902596,3,1,4.58982527676682,6.62304999134682,"1","0","0","4",7,87.3288576,11.1483648,1923,0,98133,47.7144,-122.351,144.9287424,666.579312,92
146,809001525,13.6989767417083,4,1,5.46764972781318,5.91785072976274,"2","0","0","3",8,220.1802048,16.7225472,1905,0,98109,47.6354,-122.353,204.386688,403.10629056,110
150,3362900810,13.1847182661511,3,2,4.83904106839081,5.6597274595525,"2","0","0","3",8,126.3481344,0,1990,0,98103,47.6838,-122.353,139.35456,332.77868928,25
154,7920100045,12.7656884334656,1,1,4.17488142470411,6.16079690837313,"1","0","0","3",7,65.032128,0,1942,0,98115,47.679,-122.3,93.8320704,477.89323776,73
156,6388930390,13.3847276418718,5,3.5,5.90780039390923,7.76018448495372,"2","0","0","3",9,232.2576,135.6384384,1996,0,98056,47.525,-122.172,245.2640256,149.66679744,19
165,2558660270,12.8212582846204,3,1.75,4.98898121568172,6.47746651769816,"1","0","0","3",7,109.6255872,37.161216,1976,0,98034,47.7209,-122.168,152.3609856,632.85550848,39
168,3261020370,13.3893324082586,3,2.5,5.51737316316561,6.8088236536526,"1","0","0","4",8,149.5738944,99.4062528,1979,0,98034,47.7028,-122.231,230.3995392,728.63854272,36
172,1999700045,12.6539584695223,3,1.5,4.82422598260567,6.59993696296326,"1.5","0","0","3",7,124.4900736,0,1955,0,98133,47.7658,-122.339,137.4964992,666.579312,60
176,3881900445,12.899094818277,5,2.75,5.20958991139274,6.21795532221307,"1","0","0","3",7,122.6320128,60.386976,1986,0,98144,47.5868,-122.308,118.9158912,273.50654976,29
178,5437810320,12.5059920356464,3,1.5,5.1993857412185,6.55442755883429,"1","0","2","4",7,122.6320128,58.5289152,1975,0,98022,47.1976,-121.999,181.160928,742.57399872,40
187,1954440060,13.2356920627113,3,2.5,5.17341025481524,6.69992411951708,"2","0","0","3",8,176.515776,0,1987,0,98074,47.62,-122.043,188.5931712,727.98822144,28
190,9477200200,12.6280670555895,3,1.75,5.03233165655533,6.78074068490978,"1","0","0","3",7,113.3417088,39.9483072,1977,0,98034,47.726,-122.191,143.0706816,701.97537024,38
194,3996900125,12.3458345879053,3,1,4.58982527676682,6.85668542607179,"1","0","0","3",7,98.4772224,0,1948,0,98155,47.7481,-122.3,145.8577728,15.3290016,67
198,2824079053,12.9945300058944,3,2.5,5.17865961070138,8.72440298092424,"2","0","0","3",7,177.4448064,0,1997,0,98024,47.5385,-121.911,216.4640832,581.1085152,18
200,3542300060,12.2548628096996,3,1,4.38073347890826,6.99327968297519,"1","0","0","4",6,79.8966144,0,1943,0,98056,47.5093,-122.184,120.773952,776.57651136,72
209,6300000550,13.0476398312084,6,3,5.36446549157795,5.75650757935397,"2","0","0","3",7,148.644864,65.032128,1920,1994,98133,47.7067,-122.343,144.9287424,133.7803776,21
212,8677300550,13.2921061519914,4,2.5,5.33803223450979,7.01912613585033,"1","0","0","3",9,208.1028096,0,1983,0,98074,47.6143,-122.017,234.1156608,109.25397504,32
216,46100204,14.2243034561651,5,3,5.72547883711528,8.04232538673429,"1","0","3","3",9,173.7286848,132.8513472,1957,1991,98040,47.5673,-122.21,356.37606144,268.76849472,24
220,5611500140,13.438632906708,4,2.5,5.5467870483719,6.39408490875911,"2","0","0","3",10,256.4123904,0,1999,0,98075,47.5836,-122.026,285.2123328,681.9083136,16
222,626059335,13.1749558275235,4,2.25,5.37742463622045,7.4986833851865,"2","0","0","3",8,216.4640832,0,1987,0,98011,47.7663,-122.215,177.4448064,4.36644288,28
231,2424000060,13.1223633774043,4,2.75,5.35573181160919,7.2624763838358,"1","0","0","5",7,211.8189312,0,1960,0,98059,47.5218,-122.164,211.8189312,189.61510464,55
234,3677400445,13.0710700830168,3,1.5,5.43981492881974,6.19548246636102,"1.5","0","0","5",7,150.5029248,79.8966144,1947,0,98108,47.5575,-122.303,194.1673536,458.19779328,68
238,326069104,13.5923670066501,3,3.5,5.8744211718354,9.93100331304089,"2","0","0","3",10,327.9477312,27.870912,1993,0,98077,47.7641,-122.023,271.2768768,177.63061248,22
242,1868901275,13.0280526979331,2,1,4.88923081291466,6.14099428107695,"1.5","0","0","2",7,132.8513472,0,1925,0,98115,47.6727,-122.299,134.709408,383.13213696,90
244,9468200125,13.0815413828841,2,1,4.56111517088439,5.64997128460714,"1","0","2","4",7,73.3934016,22.2967296,1918,0,98103,47.6779,-122.353,129.1352256,331.29224064,97
253,1105000588,12.764258840656,3,1,4.86802860526406,5.79511796438044,"1","0","0","3",7,74.322432,55.741824,1953,0,98118,47.5405,-122.27,150.5029248,557.69694912,62
256,7972601890,12.8609986132699,4,1.75,5.39021798768036,6.5623327383414,"1","0","0","4",7,109.6255872,109.6255872,1955,0,98106,47.5278,-122.345,177.4448064,642.51742464,60
260,8722101360,13.5670491986658,3,1,5.0383739710113,6.01316090956706,"1.5","0","0","3",8,135.6384384,18.580608,1911,0,98112,47.6362,-122.302,154.2190464,432.9281664,104
264,2123039032,12.8209879778205,1,0.75,4.25711952294109,6.84201042001559,"1","1","4","5",5,70.6063104,0,1936,0,98070,47.4683,-122.438,114.2707392,163.69515648,79
266,3438500192,12.5602444592508,3,1,4.64488505394985,6.90189356368771,"1","0","0","3",7,104.0514048,0,1954,0,98106,47.5544,-122.358,104.9804352,559.09049472,61
275,4215100060,12.8076526325646,3,2.5,5.50724744379845,6.03785352215743,"2","0","0","3",8,246.47176512,0,2006,0,98031,47.4145,-122.166,246.47176512,466.00164864,9
278,2022069200,13.0280526979331,4,2.5,5.32454888417251,8.43100059186413,"1","0","0","3",8,205.3157184,0,1997,0,98038,47.3828,-122.071,248.0511168,466.837776,18
282,7424700045,14.5333503511146,5,3,5.8744211718354,6.66926681844666,"2","0","1","5",9,244.3349952,111.483648,1905,1994,98122,47.6166,-122.287,283.354272,637.40775744,21
286,7214810350,13.054084536651,5,2.25,5.447847100517,7.13424605408723,"1","0","0","3",7,171.870624,60.386976,1979,0,98072,47.7564,-122.144,213.676992,792.55583424,36
288,9552700140,13.4224679698547,5,2.25,5.59626710563527,6.86370026387844,"1","0","0","3",8,134.709408,134.709408,1985,0,98006,47.5461,-122.151,214.6060224,19.23092928,30
297,8079030390,13.0091946792987,3,2.5,5.50611600864098,6.51751106722922,"2","0","0","3",8,246.193056,0,1990,0,98059,47.5084,-122.154,222.967296,612.13813056,25
300,3225069065,14.9388154592228,4,5,6.0466836016057,7.45691982452995,"1","1","4","3",10,241.547904,181.160928,2002,0,98074,47.6053,-122.077,422.708832,250.65240192,13
304,4330600350,12.6603279178078,3,2.25,5.32001372900712,6.70061006901237,"1","0","0","4",7,104.0514048,100.3352832,1964,0,98166,47.476,-122.337,135.6384384,9.56901312,51
308,7171200445,13.2189454752506,2,1,4.54150669949601,6.14099428107695,"1.5","0","0","4",6,93.8320704,0,1908,0,98105,47.6692,-122.297,135.6384384,470.46099456,107
310,3416600800,13.6339886813409,4,2.5,5.39444632378988,5.91785072976274,"1.5","0","2","5",8,183.9480192,36.2321856,1928,0,98144,47.601,-122.294,226.6834176,521.09315136,87
319,4337000335,12.501536858424,4,1,4.30841281732864,6.70346313799477,"1","0","0","3",6,74.322432,0,1943,0,98166,47.48,-122.336,121.7029824,730.12499136,72
322,3353400435,12.3458345879053,3,2,4.90311992507533,6.94782722604071,"1","0","0","3",7,134.709408,0,2003,0,98001,47.2639,-122.252,141.2126208,776.85522048,12
326,3530210260,12.5244354634253,3,2.5,5.64011898816412,8.33830774335167,"2","0","0","3",9,281.4962112,0,1987,0,98077,47.7721,-122.093,286.1413632,366.0379776,28
330,3179100060,13.6876771864544,4,3.5,5.561175785824,6.44109887352728,"2","0","0","3",9,175.5867456,84.5417664,1951,2002,98105,47.669,-122.275,220.1802048,545.24794176,13
332,8078490390,12.594730635322,3,2,5.12488321392058,6.88578469478873,"1","0","2","3",8,168.1545024,0,1991,0,98022,47.1913,-122.012,177.4448064,26.84897856,24
341,1115300070,13.4357131966047,4,3.5,5.64341388406098,6.66145335381117,"2","0","0","3",9,224.8253568,57.5998848,2010,0,98059,47.5222,-122.157,322.3735488,676.42703424,5
344,7852110140,13.2217561212824,4,2.5,5.47934576757637,6.29337196149783,"2","0","0","3",8,239.6898432,0,2002,0,98065,47.5374,-121.875,221.1092352,525.73830336,13
348,808000070,12.2385398356677,3,2,4.86086011578545,7.13157582553135,"1","0","0","4",7,129.1352256,0,1987,0,98030,47.3581,-122.173,159.7932288,98.75593152,28
352,616000140,12.6603279178078,3,1,5.17341025481524,7.1987845752248,"1","0","0","4",7,120.773952,55.741824,1954,0,98166,47.4147,-122.337,180.2318976,166.94676288,61
354,9262800171,12.4371843664936,4,1.5,4.969811299574,7.51723830634334,"1","0","0","4",7,97.548192,46.45152,1969,0,98001,47.3117,-122.27,152.3609856,286.23426624,46
363,925059078,13.3129010889696,3,2.5,5.27824431613082,6.25575051837513,"1","0","0","3",8,124.4900736,71.5353408,2013,0,98033,47.6743,-122.184,189.5222016,767.8436256,2
366,6116500075,13.4195006086269,4,2.5,5.62682975604544,6.87336217479017,"2","0","0","3",9,277.7800896,0,2002,0,98166,47.4508,-122.359,198.8125056,225.66148416,13
370,6838700060,12.5425448821514,3,2.25,4.88923081291466,6.50868829149811,"2","0","0","3",7,132.8513472,0,1993,0,98056,47.5112,-122.19,132.8513472,612.13813056,22
374,8155830060,12.6014874177848,3,2.25,4.90311992507533,6.55469207411159,"2","0","0","3",7,134.709408,0,1994,0,98056,47.5038,-122.189,153.290016,642.98193984,21
376,9423400140,13.0170028617465,3,1.75,5.02625261047895,7.13424605408723,"1","0","0","3",7,103.1223744,49.2386112,1940,0,98125,47.7164,-122.304,164.4383808,117.61524864,75
385,8651600160,13.5911162247484,4,2.25,5.45183912178654,6.98126752652719,"2","0","0","4",8,233.1866304,0,1969,0,98040,47.5483,-122.226,227.612448,788.83971264,46
388,1223039290,12.9090463869079,4,2.5,5.28297245732677,7.15477463422836,"2","0","0","3",8,196.9544448,0,1993,0,98146,47.4987,-122.365,174.6577152,95.225616,22
392,4047200695,12.7068479334427,3,2.5,5.00155999788858,7.82654101976335,"2","0","0","3",8,148.644864,0,2005,0,98019,47.7736,-121.901,166.2964416,316.70646336,10
396,7375300160,13.1806322855283,5,2.25,5.53218824895075,6.70630809012701,"1","0","0","4",7,139.35456,113.3417088,1958,0,98008,47.5976,-122.118,196.0254144,732.35466432,57
398,1604601375,12.8446316358057,3,2.5,5.30166459033892,5.63016865731096,"1.5","0","0","3",7,117.0578304,83.612736,1909,2011,98118,47.5644,-122.289,98.4772224,354.51800064,4
407,8078520310,12.5371733383495,3,2,4.98263198800306,6.18978444524638,"1","0","0","3",7,145.8577728,0,1998,0,98092,47.3163,-122.188,145.8577728,487.92676608,17
410,6700400140,12.498742259493,3,2.5,4.969811299574,6.62760917612788,"2","0","0","3",7,143.999712,0,1991,0,98031,47.404,-122.191,143.999712,682.27992576,24
414,1678400105,12.7337553863626,4,1.5,5.40284973458626,6.54378916062923,"1.5","0","2","3",7,222.0382656,0,1920,0,98178,47.504,-122.227,264.773664,590.30591616,95
418,8724300030,12.7798730684576,3,2.25,5.15213285636796,6.14657865937085,"2","0","0","3",8,172.7996544,0,2012,0,98019,47.7318,-121.982,215.5350528,501.49060992,3
420,625049299,13.0856993930327,2,1,4.4802630742553,5.90780039390923,"1","0","0","3",7,88.257888,0,1941,0,98103,47.6885,-122.337,122.6320128,406.9153152,74
429,305500140,12.8076526325646,3,2.5,5.32001372900712,5.93076695502928,"2","0","0","3",8,204.386688,0,2005,0,98058,47.4362,-122.178,214.6060224,476.40678912,10
432,3454000060,13.8155105579643,4,2.5,5.49090658997745,5.71848473835952,"1.5","0","0","5",8,178.3738368,64.1030976,1922,0,98103,47.6636,-122.33,168.1545024,342.16189632,93
436,7504101040,13.4904726989687,5,2.5,6.11465030573734,6.99965590011446,"2","0","0","3",10,322.3735488,130.064256,1983,0,98074,47.633,-122.041,295.4316672,70.88501952,32
440,3353401710,12.3368815856416,3,1.5,5.04437999507151,6.63934238333182,"1","0","0","5",7,155.1480768,0,1954,0,98001,47.2613,-122.255,192.95961408,464.79390912,61
442,3179100435,13.3707847359028,2,1,4.88221324025601,6.20528277095931,"1","0","0","3",8,99.4062528,32.516064,1953,0,98105,47.6694,-122.275,222.967296,497.4957792,62
451,3775300030,12.7173981443378,3,1.75,4.73040722738801,6.80697579356412,"1","0","0","3",7,113.3417088,0,1965,0,98011,47.7736,-122.214,151.4319552,0.74322432,50
454,2287000030,13.6060233330975,3,1.75,5.15749479950934,6.8237880495574,"1","0","0","4",8,173.7286848,0,1960,0,98040,47.5505,-122.221,176.515776,0.55741824,55
458,1742800030,13.2673291476545,4,2.5,5.67577916856301,6.75347355856944,"1","0","2","5",9,164.4383808,127.2771648,1966,0,98055,47.4904,-122.226,228.5414784,781.96488768,49
462,8944290160,12.3458345879053,3,2,4.94366601946968,5.75914803856742,"2","0","0","3",7,140.2835904,0,1985,0,98031,47.3912,-122.167,145.8577728,386.0121312,30
464,7282300125,12.7068479334427,3,1,4.51135366132533,6.47746651769816,"1","0","0","3",6,91.0449792,0,1953,0,98133,47.7617,-122.357,113.3417088,597.92396544,62
473,8651610890,13.9552725003394,4,3.25,5.96425710257689,6.85971173774842,"2","0","0","3",11,292.644576,96.6191616,2000,0,98074,47.6332,-122.066,399.483072,92.4385248,15
476,1604602050,13.0389817684653,3,2.5,5.00779054763922,5.4585891970489,"2","0","2","3",9,100.3352832,49.2386112,2005,0,98118,47.5674,-122.29,149.5738944,416.85594048,10
480,2205700350,12.8439713518596,4,1.75,5.06218461970502,6.68795895145881,"1","0","0","3",7,78.967584,78.967584,1955,0,98006,47.5772,-122.153,150.5029248,746.29012032,60
484,2625069070,14.1412106976036,4,3.25,6.11259480655525,9.73181427958888,"2.5","0","0","3",9,451.5087744,0,1993,0,98074,47.6179,-122.005,357.676704,234.1156608,22
486,9286000240,13.8803615302839,6,3.5,6.11259480655525,6.99906250375068,"2","0","0","3",11,358.6057344,92.90304,1998,0,98006,47.5521,-122.137,334.450944,87.23595456,17
495,9828702519,13.1021606700868,2,2.5,4.73857053802717,4.86157928158415,"2","0","0","3",8,80.8256448,33.4450944,2004,0,98112,47.6192,-122.301,115.1997696,144.27842112,11
498,9274202270,13.3455069287185,2,1.5,4.93033248860021,6.2807562234521,"1.5","0","0","4",7,110.5546176,27.870912,1900,0,98116,47.5872,-122.39,147.7158336,405.15015744,115
502,5467900070,12.7425660160447,3,2,5.18907637155964,7.01203656947793,"1","0","0","4",8,179.3028672,0,1966,0,98042,47.3672,-122.151,204.386688,124.58297664,49
506,2769600560,13.1787437108404,3,1,4.72217672825149,5.73392789160181,"1.5","0","0","4",7,112.4126784,0,1924,0,98107,47.6729,-122.363,152.3609856,343.92705408,91
508,5113400431,13.3293775467887,2,1,4.96333878506838,6.4590115533248,"1","0","0","4",7,76.1804928,66.8901888,1946,0,98119,47.6454,-122.373,131.9223168,507.06479232,69
517,925059288,13.5278284855125,3,2.5,5.40702510599675,6.57860384251168,"2","0","0","3",9,222.967296,0,2001,0,98033,47.6734,-122.173,193.2383232,719.0695296,14
520,1432400335,12.5707157591181,3,1,4.70550967576628,6.55442755883429,"1","0","0","5",6,110.5546176,0,1958,0,98058,47.452,-122.177,110.5546176,637.68646656,57
524,7453000070,12.5245263766487,2,1,4.46968096492476,6.14099428107695,"1","0","0","3",6,87.3288576,0,1951,0,98126,47.5186,-122.374,87.3288576,470.46099456,64
528,6381500700,12.8076526325646,4,1,4.99529038487499,6.48953624178549,"1.5","0","0","3",6,147.7158336,0,1944,0,98125,47.7315,-122.305,122.6320128,603.21943872,71
530,1545807610,12.5080273772687,3,2.5,5.10816973294684,6.59181509090591,"1","0","0","3",7,122.6320128,42.7353984,1978,0,98038,47.3608,-122.056,156.0771072,659.89029312,37
539,9485740340,12.7567918329578,4,2.5,5.20958991139274,6.16197268746214,"2","0","0","3",8,183.0189888,0,1999,0,98055,47.449,-122.205,207.1737792,478.54355904,16
542,1310900260,12.6725952229393,4,1.75,5.37312355432106,7.01646301843085,"1","0","0","4",8,210.8899008,4.645152,1973,0,98032,47.3644,-122.28,196.9544448,800.91710784,42
546,4139400710,13.5696100195274,4,2.5,5.39865685632623,6.79477673811461,"2","0","0","4",10,221.1092352,0,1991,0,98006,47.5623,-122.116,237.8317824,794.22808896,24
550,4099500935,13.4659530817944,3,1.75,5.31088124544384,6.85600079598979,"1","0","2","4",7,105.9094656,96.6191616,1946,0,98040,47.5885,-122.248,202.5286272,712.65921984,69
552,4025300135,13.0192226184848,3,1.75,5.11377198849551,6.8152644058672,"2","0","0","3",7,166.2964416,0,1949,0,98155,47.749,-122.305,141.2126208,8.91869184,66
561,1921069084,12.9115188816771,4,2.25,5.38170729801246,9.91151823623126,"1","0","0","4",8,217.3931136,0,1982,0,98092,47.2953,-122.083,217.3931136,44.50055616,33
564,5307100060,13.3671901395497,3,1.75,5.26392426235607,6.7466208641074,"1","0","0","3",7,127.2771648,65.9611584,1960,0,98005,47.5846,-122.168,173.7286848,742.85270784,55
568,809002765,13.3212142361495,3,1,4.69707080712042,5.75533180026496,"1.5","0","0","3",8,109.6255872,0,1907,0,98109,47.6376,-122.353,133.7803776,347.4573696,108
572,1714900060,12.9990651610598,5,3,5.47156362713432,6.22625412502777,"1.5","0","0","4",7,163.5093504,74.322432,1927,0,98108,47.5502,-122.311,100.3352832,500.00416128,88
574,2473360060,12.4818086469636,3,1.75,4.81673531087651,6.82580682484683,"1","0","0","3",7,96.6191616,26.9418816,1981,0,98058,47.4478,-122.161,123.5610432,750.6565632,34
583,3876300310,12.9922546920573,4,2.25,5.25426235144434,6.84111707537332,"2","0","0","3",7,191.3802624,0,1975,0,98034,47.7258,-122.177,191.3802624,684.13798656,40
586,7942601895,13.3692234553359,3,2.5,5.30166459033892,5.91785072976274,"1.5","0","0","3",8,182.0899584,18.580608,1903,2013,98122,47.6045,-122.307,200.6705664,479.47258944,2
590,2525069041,13.1323137082575,3,1.5,5.13587233549617,9.91513357914171,"1","0","0","3",7,93.8320704,76.1804928,1981,0,98053,47.6277,-121.972,227.612448,212.65505856,34
594,1123049053,12.7938593104323,4,2.5,5.14132194026374,6.79446464448399,"2","0","0","3",7,170.9415936,0,1996,0,98178,47.4964,-122.251,170.0125632,710.2437408,19
596,3278600240,12.8279923168018,2,2.5,4.86802860526406,5.61606973293145,"2","0","0","3",8,130.064256,0,2007,0,98126,47.5496,-122.373,143.0706816,293.20199424,8
605,240000058,13.0583580474284,4,2.75,5.79850397213017,7.16617529165917,"1","0","0","5",8,195.096384,134.709408,1966,0,98188,47.425,-122.283,190.451232,746.29012032,49
608,1796380960,12.3149270504423,3,2,5.04437999507151,6.45200217883222,"1","0","0","3",7,120.773952,34.3741248,1990,0,98042,47.3666,-122.084,154.2190464,639.91613952,25
612,3905040800,13.1874017735836,3,2.5,5.18907637155964,6.15686763023324,"2","0","0","4",8,179.3028672,0,1990,0,98029,47.5694,-122.001,203.4576576,476.5925952,25
616,6600700030,13.1711535415738,3,2.25,4.93033248860021,6.7737543116218,"2","0","0","3",7,138.4255296,0,1981,0,98052,47.6844,-122.113,119.8449216,8.91869184,34
618,9407110700,12.0725412529057,3,1,4.75469991995705,6.81138447451428,"1","0","0","3",7,116.1288,0,1971,0,98045,47.4474,-121.771,129.1352256,785.68100928,44
627,8925100390,13.8571322326551,3,1.75,5.17341025481524,6.76960294049932,"1","0","1","4",8,123.5610432,52.9547328,1941,0,98115,47.6821,-122.273,256.4123904,768.3081408,74
630,5437820310,12.2922503417712,3,1,4.49073437412259,6.79675107241833,"1","0","0","5",6,89.1869184,0,1982,0,98022,47.1951,-122.001,100.3352832,718.6050144,33
634,9550204515,13.2030212804218,2,1,4.41502255238689,5.64997128460714,"1","0","0","3",7,71.5353408,11.1483648,1910,0,98105,47.6663,-122.326,163.5093504,409.14498816,105
638,7212652180,12.6587393551226,3,2,5.24939616179316,7.11954594234461,"1","0","0","3",8,190.451232,0,1993,0,98003,47.2681,-122.31,202.5286272,80.08242048,22
640,4315700060,12.8426494746017,2,2,4.79392063311034,5.87962951694254,"1","0","0","3",7,74.322432,46.45152,1963,0,98136,47.5395,-122.39,88.257888,504.27770112,52
649,2586800270,12.9598444479066,4,1,4.76266808960623,6.56560820802387,"1.5","0","0","3",6,117.0578304,0,1925,0,98146,47.5044,-122.35,108.6965568,644.7470976,90
652,3226200105,12.6915804613119,3,1,5.18388155468254,6.4575553130791,"1","0","2","3",7,104.0514048,74.322432,1952,0,98118,47.5193,-122.274,185.80608,591.97817088,63
656,3760500116,14.9371881195634,3,2.5,5.90019579452402,8.55453023459203,"1","1","4","4",8,216.4640832,148.644864,1957,0,98034,47.7022,-122.224,253.6252992,308.06648064,58
660,192460310,12.5058067990061,3,1.75,4.66258463104925,7.63466213046517,"1","0","0","3",7,105.9094656,0,1986,0,98045,47.4761,-121.758,106.838496,195.93251136,29
662,1062100116,13.0710700830168,3,2.5,5.02625261047895,6.16020850000075,"2","0","0","3",7,152.3609856,0,1969,0,98155,47.7522,-122.278,174.6577152,536.42215296,46
671,5101405124,12.9831013100708,4,2.5,5.06218461970502,6.38472446599954,"1","0","0","4",7,78.967584,78.967584,1940,0,98115,47.6988,-122.319,128.2061952,561.22726464,75
674,1402200340,12.8609986132699,3,1.75,5.11934303354496,7.42192812653901,"1","0","0","3",8,111.483648,55.741824,1968,0,98058,47.4406,-122.146,167.225472,233.00082432,47
678,3013300288,13.0784114898751,3,1,5.26872043461957,6.0907530646402,"1","0","2","3",8,111.483648,82.6837056,1969,0,98136,47.5304,-122.387,171.870624,490.80676032,46
682,5104540240,13.3210502882845,4,2.5,5.6915772854396,6.53290122458626,"2","0","0","3",10,296.3606976,0,2006,0,98038,47.3558,-122.004,301.93488,619.38456768,9
